Integers,Floats
66669,982473.0200190688
52415,504548.30058858416
78793,46086.959430186056
76469,95364.88075520401
37089,769457.5558185239
23099,959535.0839134009
68226,468667.9552335809
66313,526926.7671840186
24041,540593.9912870043
15283,928349.7962499156
71776,432023.2009749042
98713,707237.7144352294
80391,778857.135611917
14969,839781.7687345177
48266,741897.2738335992
1368,837491.8046467494
25876,382744.86943074333
28137,760826.022175278
38187,536208.7083414567
95372,657916.4788215946
75101,18091.836874043518
94782,335704.6394969106
37475,224986.52539217463
2511,649223.7903177633
67165,679104.0771646015
31380,635372.9569249628
20079,490539.13885279093
9972,703215.9634067622
3762,876982.2176294444
2988,55762.23944467519
945,433684.5552180163
8382,121973.52192688266
30174,70654.87095682249
17798,369658.24162503745
1803,125433.8160636232
90585,254974.36040864623
38243,115014.3679087039
50613,990856.596830033
2619,992125.3919918371
68977,14842.975800674694
95712,930064.3766701571
98902,547342.4157683471
78733,418841.91107806726
88765,555963.5103662501
77928,512643.18052783463
84711,851103.6374615799
94429,914766.2507915273
42880,935057.0186460465
83980,420496.7321339315
22246,731615.646643704
21208,849684.2279795601
19965,948512.0288648611
56528,876188.005967258
86853,608489.523829558
13838,919971.0341045771
83563,176356.6452371037
10759,86800.49010702876
22138,980568.3521504423
75822,37380.36484551398
74996,555893.044174916
22441,873865.4779933622
73154,657325.8091276654
57810,24585.96695796081
28999,826611.6802795572
30952,286099.1012212875
47995,833855.8998395018
77784,874795.6976841923
99753,253637.02433906042
17336,393336.4755705839
60533,660972.0097787015
65816,727555.2313733493
27555,777662.8294741603
22609,414690.1545743875
27818,783374.894619971
86661,72743.37019915332
43277,322394.13818222895
54521,422031.7932153024
66469,334301.4091939861
8853,102952.07943196988
94872,838979.9907270973
25585,917592.5302252023
41668,143578.1847124073
60174,527616.4534785353
98070,479743.78484836814
83151,40598.97120495816
74295,203021.12328486366
23064,206203.21895300903
37494,865117.544897132
64633,710131.4948129195
56288,840709.5459315166
78015,488803.90714654076
31506,497275.7070804868
4013,868123.0409038386
39162,317732.5038033234
24112,752085.3567955892
70963,829669.9621588805
545,453547.3344198913
28578,450551.46136488963
56392,880234.491808612
56083,553016.4487996319
73210,299146.1088977028
54299,292831.24581029953
49056,15467.72126574882
16416,335408.63794163446
46291,102159.60967104051
95270,128754.14849407462
1364,311239.3418036906
83891,898910.9873125674
20105,975531.9658524408
64610,290008.31015976996
73344,857039.3346951111
88477,449589.11832356616
97867,757951.9534416549
30891,412250.42876023066
62832,583670.2398827827
108,86166.61549229342
50094,783508.9574709175
19981,306065.5311347498
62999,206442.20717291205
59041,464899.7207966669
63308,507511.79713599756
36103,749785.8822241586
62065,814623.1763414779
6419,657453.5156801435
16156,201347.47107838024
70928,519671.5978704748
92411,265044.07213311264
23354,200740.1862725817
64332,771802.4840295691
66650,739215.1639404116
11125,260517.97752288758
70825,711009.7002703246
12822,593025.6172602057
46863,241487.7339572546
8118,993866.805728234
35644,308520.0739165252
14144,904724.3131482489
79523,422573.6105311364
67031,478386.14471565344
59400,17141.237417866403
51794,393957.5493949589
19652,394050.3885224981
94331,867947.0484117599
44392,81397.82629911168
3660,684579.6767655889
43095,193096.12308399501
64823,697542.2469924426
2900,837167.252822879
66908,458341.46353492944
46618,720542.0813253005
42472,316702.5418424809
37718,474359.89883607766
90944,934663.1476411844
4930,701686.097509168
24974,505527.83824330836
24380,932894.9504935284
64518,519832.0146439479
48427,916842.6962595081
37410,432463.0633130927
43259,556507.161888661
47045,703134.4999242987
38737,343268.3132285388
35244,199863.72821617257
8169,948727.033524842
47323,248228.3432429133
81900,847691.1354745668
15728,579436.7145310647
18972,928291.3726876094
59345,580037.8572834021
13553,570067.2262032153
73930,373784.1061814004
18832,104886.46360093572
82523,262744.7039657963
41436,785507.6292170467
38888,512341.43852053693
2347,121926.74977029717
33150,979928.1078810225
76603,42669.24109711134
83311,395901.61124967464
12884,36032.835366467676
62355,828079.6235111475
91512,337612.25702990673
49466,457954.1693494983
25029,229803.167033412
53850,133508.68326482511
278,399736.585679914
96108,417455.06560266623
5620,740925.8629342013
32068,540875.1024129386
15005,202522.50698045923
41895,907346.8010428156
79287,611397.8661990252
26648,553776.8612143497
17224,58505.70074340154
6334,358514.8092352548
70362,154408.93997829474
15369,853735.8711786139
1882,889394.0475756703
19401,267941.1068811214
20930,913957.1464213124
59037,432948.6521537106
65147,34819.47391998816
98800,147534.7913016639
84299,251668.47009957436
78544,948453.0247230451
64412,338110.5786720893
35020,117491.89568864397
58000,178056.9584183218
93943,193501.8089128767
49958,68413.6937923162
42222,791285.5676960625
21083,356905.3722453051
73479,478261.85160608956
91286,702569.6335294803
44979,202738.88974957436
5953,748442.4263745965
56515,98695.90103808942
68424,534264.9236512707
18890,705294.9064498299
29646,524769.9610190637
37415,821282.7548895724
18707,215511.79662078433
78601,566202.8686523846
53644,446943.89258679457
42122,302449.6565361999
46945,492431.1922663713
297,184239.4078289354
94430,162629.7125711519
56007,993057.5678931216
47446,672842.1295262768
6489,733342.1413206849
62004,795962.790972305
34468,908781.2030777861
44773,503526.7634898812
9067,324206.3387328309
40468,70067.2789427901
18444,692448.2715937162
11704,381797.32942867983
56779,432269.5319440311
24556,921029.7845030683
38769,640858.6611580766
84250,287618.95827132184
99561,55189.124778014884
49525,537102.0536045055
68849,761578.900946054
50019,993735.8311494273
64063,170072.66885102878
21254,395756.21300086967
57900,919240.0860281526
71062,452934.96588977356
37181,218807.40395208224
94886,137041.01194537297
80877,40925.10600909427
7486,837250.8885665169
27639,354539.58209974424
15320,245228.643424501
96643,430578.4098282542
18407,180579.14250823154
96934,890997.1609385462
39285,524622.9483459326
25498,69770.15677069059
23839,362704.95444898214
94306,930613.0406165917
83526,499651.17673141963
61052,438232.87938899634
88788,657419.8753664047
82102,698189.4642721618
8900,573805.1559938652
29924,291982.0745919373
65446,531228.7696941535
78896,612651.4765626052
73470,713662.609265259
23315,854271.9722049428
43103,726329.027199771
93716,726024.487910323
33806,727994.4324425928
6121,243302.64574583294
61831,297594.5955918374
26431,926331.2278162539
25323,278983.18379530864
15459,168071.47432608326
81387,571892.6320742456
79098,328898.6089343513
65126,332226.9229298899
63135,394564.0046230193
64217,411766.6859069254
40606,243999.24729651
93907,916505.1763347333
24031,157292.61457276173
19307,162985.95212023586
4677,566093.8935843541
80444,508680.22990720224
22265,23544.811365799498
47846,408685.4565915364
94702,101674.33425456178
3433,182936.18473813692
8247,174565.0114902864
40281,980701.3131475484
68392,547791.2361297148
51173,205889.53836290902
28106,748408.6249549219
4180,245595.58624124184
33987,776169.7582726543
63369,791901.773530685
30534,914175.0823007228
74687,263782.91458783735
47852,621539.0098951593
20986,106137.45392466657
39385,555311.9703188443
39670,943942.909349831
29360,197021.52711433053
27310,633214.3099041221
51118,595039.898004829
32305,682613.2599087507
39401,608628.5157928795
91802,59061.727045152904
86973,160871.74106156608
72118,538766.7942222632
36597,594065.7284957794
47386,118341.61107502894
35841,316409.5544370481
57871,350892.4446587988
88955,28559.091389825935
54904,95348.8127451827
22468,270554.8031204948
302,889097.7317784033
5787,229238.38075923873
26787,737064.0937354177
25964,637729.8236773196
15926,476583.27411746513
86867,124106.8441825139
44532,56172.270999514665
70330,463942.24322181894
99854,186888.87746610204
83296,974870.4012322049
14974,722408.8377257347
9100,36827.97073732743
74652,256057.27926047836
87714,296583.741386638
14455,359153.26704435976
86481,442196.5483226718
82991,410034.67856508255
48607,926171.6494326824
96548,926426.2806837774
18395,862932.8200215076
8324,814992.2483476308
61973,26305.63264217781
76690,125025.91934750631
64761,150413.2481577613
48718,682860.3970628554
5437,70763.98906048754
21453,912201.3283749063
95978,50243.73740198688
85806,168601.6915363645
58239,583977.6679289688
48523,922155.8512870715
93779,742239.8200727636
23889,859936.841908334
31418,84971.01057548611
96988,727530.4398642762
96582,87258.16746495574
27221,397669.31901442964
49918,552151.0257859984
28721,36425.63830152187
79670,71017.70441167132
77627,87189.88725596544
45356,486088.2214426345
96553,183367.0164258358
402,809984.3006109371
64013,564634.0726284075
66732,443696.76507780526
77254,120933.23852848656
94379,847330.3395179176
6157,844481.1409678695
56353,271342.8932239257
70672,731429.4298600022
40665,568869.9339989013
73220,25323.08005743267
19516,9635.906940384448
70338,195976.40530000805
4731,576964.449832511
55757,845782.9189942963
53855,514025.83256617753
44496,349881.5400522633
68634,817315.3099826594
95618,216510.72848101534
34496,291031.5668834833
46030,571787.3315321368
38154,972125.8086240196
88914,858023.9036824077
6080,502353.63131155714
18008,322541.51047986833
61146,854846.574304668
15429,639226.5682399916
82967,988716.8202911895
2750,726077.750228974
93438,530457.8156083629
33965,62491.299962256955
28002,914680.2239105557
37664,596071.9526697309
1513,550477.8808349621
43543,694418.8218589921
39881,718877.1724190548
46369,98921.59880816807
7818,910520.6916831881
1068,547459.4900096069
38841,922050.4270313065
78483,365090.8163700102
42070,66813.73747347073
75088,281572.3310300939
51712,967349.8064899056
43392,723973.8149069939
34628,148976.71400938035
91659,824377.3417317074
20087,711889.4889194153
89362,892083.3820607224
13133,401607.3617637553
94282,28963.892351954564
49891,692469.0870591728
64736,591454.8709118699
38847,28401.458829778105
42227,210438.70843636454
98113,781252.422190002
69691,252497.0617098003
28174,588479.2435003052
8132,965511.3077467019
64121,3640.6824824157375
69427,80864.61267105189
34957,305552.9990133641
25979,431549.3158189436
41875,560324.5586193147
95089,936911.2336780373
72578,573207.1906058044
60712,44115.573707409036
49741,880225.5287076798
47971,2120.641782171059
11413,36705.85168861233
74662,314504.0230271466
22836,595041.230889625
27432,418125.2070119695
24545,295611.93083423347
63001,91158.94676882612
78698,358038.53553588456
37802,368742.5273680778
7948,761907.2170571476
13400,652196.3204989488
41846,283613.3780411833
42845,297030.38796309393
65732,283637.78632693
6835,16660.737899462085
31205,205543.8547583326
88351,510687.1768360116
26264,84715.0301026489
71624,72509.80381291705
4899,714987.993674455
93827,970316.6607825796
40435,693846.549713343
20564,12228.384298911917
85816,242980.46887653627
39845,48640.61096886651
82041,198237.04524358478
10919,145304.17482645196
51381,592366.0449982843
45639,102572.01250207321
77714,35183.984361812065
51383,872230.3421400478
87873,725009.4820023776
60083,266875.8402495832
39906,811733.5687318865
66629,434892.317184406
79712,47722.25372469362
4260,269821.66167792917
92844,295416.31889026385
37243,497059.42617890326
64503,138976.44923152865
23546,126942.22874962317
69275,678437.7153021413
70988,33715.28575295008
88749,531896.6630984459
75058,679811.1562762904
23281,339489.4957258923
18376,178663.84185557443
76212,985434.0920305629
98576,250356.28009004312
74324,33688.06003919147
45985,973770.0446724724
89132,386185.1438732212
85971,313973.496888411
11053,972460.2329613367
35263,609045.4096876265
14470,211861.89666680875
50453,2761.506880199867
69005,734717.7857344972
15849,576866.7746358549
30945,306404.9384488164
82924,687211.1256485543
15160,345963.88407897606
66915,36077.59343254205
75461,866438.4835799685
79481,240720.34694835875
7348,891740.3589456102
62486,368046.8836331202
99151,333535.93070493784
76596,169551.70346992637
66061,715699.3263740855
86614,894128.8848648024
63506,312240.03022466664
18264,12254.304455977928
29280,178112.96187369732
36560,201882.0801459926
37369,259948.91414925066
11105,959958.2135990473
40676,377124.0651715742
3482,144646.82078150156
24447,769873.6935587771
44158,218884.64875262752
41582,705025.7900827286
19289,209402.2907575866
40523,969210.99642491
96756,578254.847386726
10633,287696.64058874035
40119,714643.8905719502
32562,392524.9189741123
22520,63832.89148650954
16352,59470.0592704783
60660,687347.8824029376
50855,566804.2743184294
37195,21287.644661589176
24364,66882.38235032407
73239,239629.89130338977
19919,597040.2693396037
12316,555479.2242664576
6569,491670.5052504848
24574,980117.077020176
24033,655139.3045769414
5909,595553.5904713545
91902,29584.437732265153
87658,622846.6110457404
73359,2522.245512966018
67717,324345.2704155289
49035,636215.2808549994
29397,815559.8331897917
12261,165077.36474635176
1935,909130.6097997712
23454,136858.60310369616
1583,548942.892349356
40357,395390.6424468326
67156,465412.9326250531
40786,971807.2627092726
7261,125565.58486858389
40612,599130.1075611954
22561,70515.5323170746
86599,29607.82875525449
44275,887940.2423158936
78756,180743.0607149545
72504,225401.9756322897
86757,895142.8571600656
88594,828161.7361388049
97205,857192.1914771979
22805,748707.3357091161
31882,262956.6683950957
74569,73532.83516347282
7297,75644.36891655404
11102,835871.6530930917
65225,38943.64384852937
2403,763006.0250000126
74789,335080.55175533856
29179,370947.26299725025
24286,540166.5691058205
90268,886077.6075652855
27614,491665.5592723948
50102,709000.5731283347
39450,850360.7441162581
57482,317777.2225651828
68348,346357.10342280095
71734,797675.5874985143
58683,113544.64265941794
77326,147932.62117258724
58640,505486.6462401591
10762,41633.627676516764
98011,395077.9486693982
64218,768804.9328119393
42610,282093.16966187157
7647,676334.0065665664
25881,683691.1594592555
42629,858223.6825234928
94076,80824.74275817322
1764,657959.6738393037
86462,882909.8595711095
59171,147807.37966507304
27435,849687.0090728365
90999,33560.90246996934
53144,759019.7458082609
36205,562461.1230487608
68581,574863.0974682564
3745,857284.8460252322
24022,665393.6235867
4724,932289.2777250747
92163,885891.4528968554
95407,363496.4681316107
79066,96275.80955569656
87527,477064.0898065974
47852,336775.12633592874
46191,572647.3270513223
40691,500223.4879229985
55736,791291.6201147255
719,33488.5904696063
43947,152706.66874359
35132,992624.1401410446
33745,624644.0186252071
69585,554129.4200411183
9368,502085.02117775945
32872,491050.82315321034
24326,750520.6271430723
16362,39494.82576333042
55499,939008.6089308909
99126,926979.7383238768
6299,961395.3993195615
49800,252006.0126416611
71835,161778.07226268947
28727,380971.7233041108
41677,415841.02957082924
15627,214567.50091354325
34682,160098.2864751386
13202,257227.129808433
79249,666592.3578379363
47875,414551.2005361512
44433,422772.6455043717
40498,841515.5290847013
59799,613111.8551919659
48478,237939.67026326124
37477,117765.38457276886
96781,44106.722258225185
74511,303869.96507752506
62882,234233.01962751057
79949,288798.1308186305
70090,753728.905954487
28602,40262.16442481755
14293,950002.7330482736
76216,526619.7875630017
99236,111396.86219351125
90703,599501.2746156241
68747,647843.511052176
76138,41443.426051486254
61199,860207.1944296533
27428,956289.5084174734
99865,261838.23202912806
57044,769410.9979376055
53390,744553.659738409
33117,595039.167428592
29900,955123.2577096146
6248,47334.605575750145
68054,77185.48775913157
84079,290848.2239391668
41854,166714.02430644387
99985,879740.7837574097
4431,156777.4778953782
88822,433816.3538394321
2516,924234.0838515761
19337,14311.887600008646
85884,518472.0677207624
93207,659972.989409491
26316,70397.47830532891
16012,390493.4312719031
54341,943891.4223233943
37712,373810.70585845783
86205,594691.8181260017
99198,108327.82926996112
81530,740139.0366297431
8170,433621.16910734115
13005,891758.757446091
78153,895067.3643891034
58150,275517.29817428277
60733,626055.6055892843
49586,801154.0959853119
55206,856943.0512522339
66288,515462.9490626881
18148,625157.0505441949
60524,760816.90476387
53104,668535.7306567966
21325,304483.0711321171
35792,137362.7368556329
51329,334555.7840173401
92888,249244.4140314018
84582,289780.3430780102
10852,852206.6979092957
39216,510555.6117553469
9592,757997.8927702592
90121,656715.244581923
64213,277614.9342251334
19850,824631.6974385597
57065,895824.2149154898
9219,946868.8048180545
11550,692556.6150096864
43639,960314.4482726362
51198,479761.86752394267
33943,666727.697028983
15357,20217.143887566734
80099,115656.13573713746
75831,354966.6964201519
84841,253773.95187022368
36382,957378.5923477339
29836,203978.02381271054
25912,816358.6486965518
30276,605021.990481074
31186,655727.5700030031
96737,275550.65091928834
58985,754497.1799671014
85939,502806.29520234786
24818,589915.6785715449
7369,761460.133735188
22385,781592.4570475918
83543,916283.2378953061
49015,516808.79004510446
89048,890605.2140541523
71357,694632.5786017367
33856,180978.64894334326
66043,890529.4121101045
25675,993125.1080862241
60438,823083.8425657984
1013,477828.5328201253
55816,829671.8705844104
65590,865127.7960693985
42998,552991.4443923325
4628,103.61510592095237
21540,372803.3002356962
9973,749798.9076281238
52056,914309.48977653
8063,558804.973638739
11737,790814.7367270798
97326,73348.4786733076
89966,347153.7751750103
45401,388156.5223904638
73081,613060.2372644481
88722,989155.7007254979
28665,662809.8084620152
8497,408852.5583690316
99564,856.1316165049049
68345,201644.15449912217
79397,256366.77617078013
59713,360071.7070034553
54514,219582.31133479258
7236,570655.9229692022
17886,153900.35205422662
8173,109169.75266932769
66448,734036.5163964884
37645,526912.3969035273
68283,702649.504977501
21596,915654.1224130658
13942,336468.0159512162
80836,634374.8813938604
29961,886968.5427312733
69680,219383.67321790697
30020,954214.4976344688
88874,406464.7584450495
73308,748748.8238608663
68093,166321.55138621863
51747,690303.7457323339
36647,201204.91165263846
4084,990323.7652046931
54365,294974.81083929766
79905,882146.8781608643
55387,685076.0088461395
88071,992958.3989977735
83517,980803.7737408138
53883,184371.03236062237
4378,467469.1522922695
89266,994075.7181050297
54100,59417.37998198705
70819,490072.26205336186
27874,393469.4785412156
13985,87058.18639249343
12570,897748.9315192674
37902,829370.3637752519
18367,94916.05684861499
90516,220519.08058978035
5781,408166.55359142245
53922,406341.53514374385
94705,844807.1341536503
86915,593366.5903526222
16262,264915.93324105913
5869,961903.360090734
26856,278902.50006136287
59988,152894.93322446992
98150,127615.37364672228
36695,402804.19715818786
87544,955838.441034515
37136,171798.60806801383
28384,146672.6158172482
78549,389436.88801751414
8887,918008.3244608073
36085,129600.55236267654
30360,647254.4989049566
60873,576320.192760661
92901,767094.724223973
26346,598550.1943733147
70164,429865.2954640249
42806,224140.15264008494
98624,204399.29221864266
3476,788354.9238312176
88688,263861.8332267482
46943,692774.631936075
36653,363341.5952594378
13247,484793.86676010047
28741,92014.87306543744
4845,175935.0183489129
14340,913963.9975862352
10391,60102.134263986765
77733,457410.62666165683
57941,442449.81356175314
13237,376234.6655900971
51241,801797.0023904573
51323,725941.6260456577
86560,716651.3982152618
36604,52299.46984252
41836,811024.2995921192
7915,279768.16593793035
99438,763579.8033045843
66936,177624.57819258413
89120,148093.04589539822
81098,3259.890782289916
43262,596601.5195623094
16117,777112.7347098963
71182,710859.9798921405
80324,640928.5311316751
66474,616014.7028969462
69986,479499.46117798786
25327,636060.4227984861
87742,796950.0981398008
84717,252759.28345339248
19989,801761.7268273019
16550,158008.67047918896
93380,118070.57049272938
15148,232392.88830606246
87817,567990.086119748
55588,404087.1956904365
82434,756305.8605256305
19459,304021.47850359906
1032,576470.01056819
48632,848344.0332292223
83870,482348.5858705586
86612,761128.677377548
79849,32213.130907388433
90040,707462.5612171086
20655,166991.03497067437
17197,873524.699897071
56408,405254.73024363595
84127,132283.52720540125
23410,966827.9711296684
87160,212938.1450480134
55316,835294.9509585601
92979,577984.1554305232
64787,286202.39732990373
67838,95234.89099854043
59929,311521.7124277548
35504,88470.7926634402
20002,560885.9316871921
91976,672890.0148861791
84500,258890.58607570527
23458,384908.4273382345
7121,887869.7625708283
34897,725468.0779632933
63527,343288.19198563544
25195,137514.10381734473
74527,17525.182199056748
63371,451084.667276069
25087,15243.30219872077
29879,473739.6559120351
55407,89950.20238667892
41356,595381.681113865
36987,284579.49649344874
78750,732551.5684179006
25714,680214.6063874139
99813,249621.05692253174
89206,323895.09064944094
61061,653246.1647197499
85748,919222.2860568531
35166,752450.2888264299
62522,617653.5572529883
56420,739036.1522590484
84687,353974.36813358584
58112,359537.0013833213
88104,159081.4320124925
83920,21422.65687860511
34599,874098.0649913329
14650,804415.8695067986
358,953659.27452674
18188,260151.2572273051
76096,858243.0658786602
33857,643314.0194219258
68717,887896.915664052
56584,616307.7604092391
55685,11024.051982696275
30790,757636.9920276873
50164,75615.26758076798
98515,916930.132889488
54149,333963.5251622903
22205,322851.18389686075
26288,700294.1340999505
69717,285802.9028726684
34354,166378.130929908
78714,96868.0231309151
46333,827045.5505174852
92879,279504.70640868606
43986,653986.1904680036
2398,286128.1030025204
89286,551586.2844563215
43547,87120.83526478685
70241,873154.2456537614
50395,28065.06998936172
45078,400838.6031961749
10784,228295.58769998528
71234,73203.83814703881
49410,478890.0173443145
74188,602991.2268950406
38503,811716.3411818442
70650,697481.8446350886
23360,14302.252507405356
91138,335889.98555224756
92905,417324.6287588339
60962,400719.2608952792
12390,278531.79396565066
96178,327211.70610751264
73905,237663.4470160141
24645,812682.6632408685
26789,338545.7817487684
20534,745231.9694028855
50314,220921.30216181482
97861,972775.6568818998
70781,938054.2801881387
62301,33737.09766587242
26265,373780.25204402825
87484,162921.50042836464
71034,916669.7348750677
67048,28535.508378156454
82966,948810.6405061082
96798,135791.2014714381
63648,25479.664693509
14061,412046.29630769393
7935,705473.0901780177
97662,340016.3599709553
10913,686024.8753847877
82884,691388.532249722
66006,987816.6947030515
25147,40939.566026840854
60670,939321.9395902489
53734,704662.0991789141
86911,653760.9969005857
48986,165665.37384994383
76250,439671.2697179966
93404,434486.5027876122
43283,996851.673825308
55408,559213.8589723067
47886,512764.97500828485
57472,114266.26534163106
82619,778991.9384395886
80565,494855.0300040499
28310,124708.68549870269
20607,236563.42903112955
83548,969626.3872675428
12899,939434.7082761467
18864,683895.6279475469
75701,141665.07246528257
25115,789555.9964602013
48319,22469.284848660045
28669,542207.4882692631
53206,853264.334865702
11066,633244.6514254318
95148,256143.2598711158
46941,839532.382709813
47947,323508.0906174524
38219,393954.1921318127
31657,889799.2119263005
42642,254757.25308591325
62006,222665.87739653047
37379,88335.05502944133
16523,874388.9342572427
59713,710670.8760447607
98199,350072.6988028934
38538,254598.93927239004
39655,778544.9147516454
79207,149253.4377277111
5090,829299.6979913294
61886,405046.9520261827
88238,85127.88181760928
79945,702862.7948231403
84361,599712.6178741478
80512,337723.16606257093
53771,799561.8457413292
55318,310874.8980654983
33725,172416.9811857786
9517,971795.962288234
60621,730991.856643879
24106,797521.9211721956
95876,268050.90018756717
33245,576742.6918960677
61648,560223.6594389993
13811,572438.4795958198
12250,795728.2730934118
99116,463092.3210252761
70629,824484.9014653855
2955,422961.8411370344
57430,271764.57200104604
22617,729250.6731808933
23398,651921.0191645412
54123,812662.7398255247
68913,260830.17467576705
58964,206723.128024367
33615,94836.14475663009
56261,83913.13720293727
7668,234151.38419607712
81433,161488.3482558677
6678,77425.75314841299
22531,318300.9683550123
40185,19940.69173318465
88179,129786.56609951372
29525,341739.6294724098
84183,61248.08911483966
39151,442996.59800936934
62144,224994.1414426349
51226,603092.2871878314
70067,827425.7892311262
69360,18316.4831860351
79199,56816.27281234403
3234,716591.0471205096
93500,444068.076387617
44337,994848.3036150399
89586,148767.0421038029
38816,396285.1160919696
14891,183828.0046641398
40708,105045.45045983967
15608,750988.5199947964
40008,892604.9041002368
54374,942715.56418194
31567,997343.0605471609
64789,441261.53243020433
63372,97752.12631103628
41338,617872.4313834275
97983,521654.83208124794
49738,891542.0285885457
40246,913877.674091461
69836,487848.8220159801
80893,650838.7409171831
88744,257657.24562863004
34226,938043.0806022105
41847,890963.2590431743
57857,549845.7949126814
26989,134775.06179948704
64776,682552.692708589
53861,903642.8802427236
82005,967640.6409926089
61200,442263.13610029593
7693,609732.2323194797
42590,656389.5133956854
98793,412105.29433905473
18858,498402.45371497504
21457,707069.1391473808
12809,71030.57389846566
88324,391162.362066989
23815,689614.2610749406
1343,58526.18337973619
19923,23100.315480775345
46419,631057.9411514227
47014,848152.9247770844
13251,34568.095996435964
26242,505592.795536263
72030,313999.7580052897
86402,91315.40358580273
61186,88139.08832774879
46052,309233.71524646605
16941,386626.3053495815
27138,39660.732187100235
16464,503604.27743077744
16182,916672.0704869456
54618,852451.7118342902
42092,432969.5331118407
43458,281625.6905319509
5458,764330.293452045
15201,988693.2932959129
43832,620709.012709791
87627,974337.0003488188
4615,203679.40196487532
42597,132168.35785446226
64590,652429.1094016539
85336,555808.3056462558
39705,292177.4854277865
39800,316384.974362237
13666,747920.6298972226
68300,624352.4890671908
17581,979743.0777348168
40463,436212.97726742784
58354,241882.0992621964
99450,691228.4509069159
73647,164360.64853051343
30352,528183.4874680936
66123,946630.6991454258
97582,955881.2755504001
82895,8266.740204248366
41733,201912.56203052244
98374,569017.9850361829
21629,759359.2007077025
23904,407393.04461142095
35422,151337.77008841909
80192,998749.7562170023
92017,968406.5358339639
52903,603602.9799607653
16248,567449.8212980428
38522,704645.0325851196
15538,310757.5052949677
97462,42748.0435278922
79441,700166.8686969461
68511,687246.1297353923
75226,84829.03880048607
68615,946836.0902007286
4872,138868.12728469074
5051,460512.1459823688
10628,969543.5906527485
25804,421889.128459755
99112,311869.02442853496
88263,677348.1044716453
62032,160322.090875128
64819,580975.5682814224
27921,849761.1890697805
65778,658567.4396915985
12608,6105.466741429807
83882,238515.92198172255
63589,595595.0168974674
37402,828867.1475243388
62574,94593.172942543
58127,819546.2479538987
4458,266601.0509173701
45541,551335.5353245327
74019,928459.3642173772
69529,223372.8518162926
57541,61611.52312193239
46966,775253.1204812105
53213,993339.0999287878
3923,935712.8089166054
5118,126864.71355750338
84626,609391.0625253635
3534,878723.7960180016
75820,673026.907239366
89538,806139.1604188887
95570,616671.9331459354
4705,586896.6953590653
26776,640966.6194120805
39225,952235.8528677847
84723,514940.52176859626
97090,966240.9020060448
89279,365335.37264344573
82828,669165.4856772255
78126,263931.1581592732
12841,4763.226241329099
83097,136255.8461971121
85816,608607.9326353436
90518,13021.879687378629
90741,872038.9074568601
51150,286160.7508542193
58769,988614.6631799586
65248,955968.2463432521
55789,386367.59926477226
44775,734934.8145436808
60672,352916.6997135723
50111,305447.64250720124
51602,444223.25122486375
62779,789034.2028104392
23736,486746.5238701618
45162,766941.2156560733
21732,926771.2113532318
8874,610232.2724596962
87064,441643.5805104177
56764,862369.2407977297
40671,294964.92479112814
12971,355419.72932381
37881,91307.00412460769
38714,232822.55816607928
7686,593925.3749251021
89027,720844.2930773948
36869,151681.3088895436
72725,289286.3648284348
76956,133870.35317849924
4183,527705.7387204849
85665,933278.8566219583
70013,181617.34852639807
